Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
NE,SK,Gangtok,Nathu La Pass,Snow/Border,Wed-Sun,0,7000-12000,1 Day,High,Friends,Pakyong Airport
NE,SK,Gangtok,Enchey Monastery,Spiritual,Oct-May,0,500-1500,1 Day,Low,Family,Pakyong Airport
NE,SK,Gangtok,Do Drul Chorten,Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Pakyong Airport
NE,SK,Gangtok,Nathula Pass,Snow/Border,May-Oct,200,3000-7000,1 Day,Medium,Adventure Seekers,Bagdogra Airport
NE,SK,Gangtok,Banjhakri Falls,Waterfall/Nature,Oct-May,50,200-1000,2 Hours,Low,Families,Bagdogra Airport
NE,SK,Lachen,Gurudongmar Lake,Snow/Lake,Apr-Jun,0,12000-20000,2 Days,High,Solo,Pakyong Airport
NE,SK,Lachung,Yumthang Valley,Snow/Nature,Apr-Jun,0,10000-18000,2 Days,Medium,"Friends, Couples",Pakyong Airport
NE,SK,Namchi,Chardham,Spiritual,Year-round,0,3000-7000,1 Day,Low,Family,Pakyong Airport
NE,SK,Namchi,Char Dham Namchi,Spiritual,Mar-Jun,0,500-2000,1 Day,Medium,Pilgrims,Bagdogra Airport
NE,SK,Pelling,Skywalk,Adventure,Oct-May,100,4000-8000,1 Day,Medium,All,Pakyong Airport
NE,SK,Pelling,Pemayangtse Monastery,Spiritual,Mar-Jun,20,100-500,2 Hours,Low,History Buffs,Bagdogra Airport
NE,SK,Ravangla,Buddha Park,Spiritual,Year-round,0,2000-5000,1 Day,Low,All,Pakyong Airport
NE,TR,Agartala,Ujjayanta Palace,History,Year-round,10,1000-3000,1 Day,Low,Family,Agartala Airport
NE,TR,Kailashahar,Unakoti,History/Spiritual,Oct-Mar,0,500-2000,1 Day,Medium,History Seekers,Agartala Airport
NE,TR,Melaghar,Neermahal,History,Oct-Mar,50,500-1500,1 Day,Low,All,Agartala Airport
NE,TR,Udaipur,Tripura Sundari,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Agartala Airport
NE,TR,Unakoti,Rock Carvings,History,Oct-Mar,0,3000-7000,1 Day,High,Solo,Agartala Airport
North,CH,Chandigarh,Sukhna Lake,Nature,Year-round,0,100-500,1 Day,Low,All,Chandigarh Airport
North,CH,Chandigarh,Zakir Hussain Rose Garden,Nature,Feb-Mar,0,100-500,2 Hours,Low,All,Chandigarh Airport
North,CH,Chandigarh,Rock Garden of Chandigarh,Art/Nature,Year-round,30,100-500,3 Hours,Medium,Everyone,Chandigarh Airport
North,DL,Delhi,Red Fort,History,Oct-Mar,35,4000-8000,1 Day,Medium,"Family, All",Delhi Airport
North,DL,Delhi,Qutub Minar,History,Year-round,35,2000-5000,1 Day,Medium,"Family, All",Delhi Airport
North,DL,Delhi,India Gate,Patriotism,Evening,0,1000-3000,1 Day,Low,"Family, Kids",Delhi Airport
North,DL,Delhi,Agrasen ki Baoli,History,Year-round,0,100-500,1-2 Hours,Low,Everyone,Delhi Airport
North,DL,Delhi,Lodhi Garden,Nature/History,Oct-Mar,0,100-500,1-2 Hours,Low,Couples/Family,Delhi Airport
North,DL,Delhi,Safdarjung Tomb,History,Year-round,25,200-500,1-2 Hours,Low,History Lovers,Delhi Airport
North,DL,Delhi,Raj Ghat,History,Year-round,0,100-300,1 Hour,Low,All,Delhi Airport
North,DL,Delhi,National Museum,History/Art,Year-round,20,200-500,3-4 Hours,Medium,History Buffs,Delhi Airport
North,DL,Delhi,NGMA,Art,Year-round,20,200-500,2-3 Hours,Low,Art Lovers,Delhi Airport
North,DL,Delhi,ISKCON Temple Delhi,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Delhi Airport
North,DL,Delhi,Birla Mandir Delhi,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Delhi Airport
North,DL,Delhi,Jantar Mantar Delhi,History,Year-round,25,100-500,2 Hours,Low,History Buffs,Delhi Airport
North,DL,Delhi,Purana Qila Delhi,History,Year-round,25,200-1000,1 Day,Medium,History Lovers,Delhi Airport
North,DL,Delhi,Dilli Haat,Culture/Shopping,Year-round,30,500-2000,1 Day,Low,Shoppers/Foodies,Delhi Airport
North,DL,Delhi,Garden of Five Senses,Nature,Year-round,35,200-1000,1 Day,Low,Couples,Delhi Airport
North,DL,Delhi,Waste to Wonder Park,Engineering/Art,Year-round,50,200-1000,2 Hours,Low,Families,Delhi Airport
North,DL,Delhi,National Rail Museum,History/Education,Year-round,100,200-1000,3 Hours,Low,Kids,Delhi Airport
North,DL,Delhi,Sunder Nursery,Nature/History,Year-round,40,200-1000,1 Day,Low,Nature Lovers,Delhi Airport
North,DL,Delhi,National Handicrafts and Handlooms Museum,Culture/Art,Year-round,20,100-500,2 Hours,Low,Art Lovers,Delhi Airport
North,DL,Delhi,National Science Centre,Science/Education,Year-round,60,100-500,3 Hours,Low,Students/Kids,Delhi Airport
North,DL,Delhi,Lotus Temple,Spiritual,Year-round,0,100-500,2 Hours,Low,Everyone,Delhi Airport
North,DL,Delhi,Akshardham Temple Delhi,Spiritual/History,Year-round,0,500-2000,1 Day,Medium,Families,Delhi Airport
North,DL,Delhi,Hauz Khas Village,History/Culture,Year-round,0,500-2000,Evening,Low,Friends/Couples,Delhi Airport
North,DL,Delhi,Chhatarpur Temple,Spiritual,Year-round,0,100-500,2 Hours,Low,Pilgrims,Delhi Airport
North,HP,Bir Billing,Paragliding,Adventure,Oct-Jun,0,10000-15000,2 Days,High,"Solo, Friends",Kangra Airport
North,HP,Chail,Chail Palace,History,Year-round,100,3000-6000,1 Day,Low,Couples,Shimla Airport
North,HP,Chamba,Khajjiar Lake,Nature,Year-round,0,4000-8000,1 Day,Low,All,Pathankot Station
North,HP,Chamba,Lakshmi Narayan Temple Chamba,Spiritual/History,Year-round,0,100-500,1 Day,Low,History Lovers,Pathankot Airport
North,HP,Dalhousie,Khajjiar,Nature,Mar-Jun,0,7000-12000,1 Day,Medium,"Couples, Family",Pathankot Station
North,HP,Dalhousie,Panchpula,Waterfall/Nature,Year-round,0,200-500,2 Hours,Low,All,Pathankot Airport
North,HP,Dalhousie,Dainkund Peak,View Point,Oct-May,0,500-1500,1 Day,Medium,Nature Lovers,Pathankot Airport
North,HP,Dharamshala,Mcleodganj,Culture,Oct-Jun,0,8000-14000,2 Days,Medium,"Solo, Friends",Kangra Airport
North,HP,Dharamshala,Bhagsunag Falls,Waterfall,Mar-Jun,0,200-1000,2 Hours,Medium,All,Gaggal Airport
North,HP,Dharamshala,Namgyal Monastery,Spiritual,Year-round,0,100-500,2 Hours,Low,Spiritual Seekers,Gaggal Airport
North,HP,Dharamshala,Dharamshala Cricket Stadium,Sports/View,Year-round,0,100-500,1 Hour,Low,Sports Fans,Gaggal Airport
North,HP,Kangra,Kangra Fort,History,Oct-Mar,150,2000-5000,1 Day,High,Solo,Kangra Airport
North,HP,Kangra,Jwalamukhi Temple,Spiritual,Year-round,0,1000-3000,1 Day,Medium,Family,Kangra Airport
North,HP,Kasol,Kheerganga,Trek,May-Nov,0,3000-6000,2 Days,High,"Solo, Friends",Bhuntar Airport
North,HP,Kasol,Manikaran Sahib,Spiritual,Year-round,0,500-1500,1 Day,Medium,Pilgrims,Bhuntar Airport
North,HP,Kaza,Key Monastery,Spiritual,Jun-Sep,0,15000-25000,1 Day,Low,"Solo, Family",Bhuntar Airport
North,HP,Kaza,Kye Gompa,Spiritual,Jun-Sep,0,1000-3000,1 Day,High,Adventure Lovers,Kullu Airport
North,HP,Kinnaur,Chitkul,Nature,May-Oct,0,3000-7000,2 Days,Low,Peace Seekers,Shimla Airport
North,HP,Kufri,Adventure Park,Adventure/Snow,Dec-Feb,500,3000-7000,1 Day,High,Kids,Shimla Airport
North,HP,Kullu,Rafting Point,Adventure,Mar-Jun,500,3000-6000,1 Day,High,Friends,Bhuntar Airport
North,HP,Kullu,Great Himalayan National Park,Wildlife,Mar-Jun,50,2000-7000,2 Days,High,Adventure Lovers,Bhuntar Airport
North,HP,Manali,Hadimba Temple,Mandir,Year-round,0,5000-10000,1 Day,Low,"Family, Senior Citizens",Bhuntar Airport
North,HP,Manali,Solang Valley,Adventure,Dec-Feb,0,8000-12000,1 Day,High,"Friends, Kids",Bhuntar Airport
North,HP,Manali,Rohtang Pass,Snow,May-Oct,500,10000-15000,1 Day,High,"Friends, Kids",Bhuntar Airport
North,HP,Manali,Vashisht Hot Springs,Nature/Spiritual,Year-round,0,100-500,1 Hour,Low,All,Bhuntar Airport
North,HP,Manali,Jogini Falls,Nature/Trek,Mar-Jun,0,100-500,1 Day,Medium,Nature Lovers,Bhuntar Airport
North,HP,Manali,Old Manali,Culture,Year-round,0,500-2000,1 Day,Low,Backpackers,Bhuntar Airport
North,HP,Mandi,Rewalsar Lake,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Bhuntar Airport
North,HP,Narkanda,Hatu Peak,Nature/Trek,Apr-Nov,0,4000-8000,1 Day,High,Solo,Shimla Airport
North,HP,Palampur,Tea Gardens,Nature,Year-round,0,2000-5000,1 Day,Low,All,Kangra Airport
North,HP,Shimla,The Ridge,Hill Station,Oct-Jun,0,7000-12000,1 Day,Medium,"Couples, Friends",Shimla Airport
North,HP,Shimla,Jakhu Temple,Spiritual,Year-round,0,2000-4000,1 Day,High,"Family, Friends",Shimla Airport
North,HP,Shimla,Kufri Fun World,Adventure,Year-round,500,1500-3000,1 Day,Medium,Kids/Families,Shimla Airport
North,HP,Shimla,Tara Devi Temple,Spiritual,Year-round,0,200-1000,1 Day,Medium,Families,Shimla Airport
North,HP,Shimla,Rashtrapati Niwas,History,Year-round,50,200-1000,2 Hours,Low,History Lovers,Shimla Airport
North,HP,Shimla,Annandale,History/Nature,Year-round,0,100-500,2 Hours,Low,Families,Shimla Airport
North,HP,Shimla,Summer Hill,Nature/View,Year-round,0,100-500,1 Day,Low,All,Shimla Airport
North,HP,Spiti,Dhankar Monastry,History,Jun-Sep,0,18000-28000,1 Day,Medium,"Solo, Friends",Bhuntar Airport
North,HP,Spiti,Chandratal Lake,Nature/Trek,Jun-Sep,0,5000-10000,2 Days,Medium,Adventure Lovers,Kullu Airport
North,HP,Spiti,Dhankar Monastery,Spiritual/History,Jun-Sep,0,1000-3000,1 Day,High,Adventure Lovers,Kullu Airport
North,HP,Spiti,Tabo Monastery,History/Spiritual,Jun-Sep,0,1000-3000,1 Day,Medium,History Buffs,Kullu Airport
North,HR,Faridabad,Surajkund Lake,History/Culture,Feb-Mar,0,200-1000,1 Day,Low,Culture Lovers,Delhi Airport
North,HR,Gurgaon,Sultanpur Bird Sanctuary,Wildlife,Nov-Feb,5,500-1500,1 Day,Low,All,Delhi Airport
North,HR,Gurgaon,Kingdom of Dreams,Culture/Entertainment,Year-round,600,3000-7000,1 Day,Medium,Family,Delhi Airport
North,HR,Gurgaon,Damdama Lake,Adventure/Nature,Oct-Mar,0,1000-3000,1 Day,Medium,Friends,Delhi Airport
North,HR,Kurukshetra,Brahma Sarovar,Spiritual,Year-round,0,1000-3000,1 Day,Medium,Family,Chandigarh Airport
North,HR,Kurukshetra,Jyotisar,Spiritual/History,Year-round,0,500-2000,1 Day,Low,Family,Chandigarh Airport
North,HR,Kurukshetra,Sheikh Chilli's Tomb,History,Oct-Mar,25,100-500,1 Hour,Low,History Buffs,Chandigarh Airport
North,HR,Morni,Morni Hills,Hill Station,Oct-Mar,0,1000-3000,1 Day,Medium,Friends,Chandigarh Airport
North,HR,Panchkula,Pinjore Gardens,Garden,Year-round,20,500-1500,1 Day,Low,Family,Chandigarh Airport
North,HR,Panchkula,Morni Fort,History/Trek,Oct-Mar,0,500-1500,1 Day,Medium,Adventure Seekers,Chandigarh Airport
North,HR,Pinjore,Yadavindra Gardens,Nature,Year-round,20,100-500,1 Day,Low,Families,Chandigarh Airport
North,HR,Sohna,Sohna Hot Springs,Nature,Nov-Feb,0,500-1500,1 Day,Low,Families,Delhi Airport
North,JK,Gulmarg,Gondola Phase 1,Snow/Ski,Dec-Mar,740,15000-20000,2 Days,High,"Solo, Friends",Srinagar Airport
North,JK,Jammu,Vaishno Devi,Spiritual,Year-round,0,5000-15000,2 Days,High,Family,Jammu Station
North,JK,Jammu,Raghunath Temple,Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Jammu Airport
North,JK,Jammu,Bahu Fort,History,Year-round,10,500-1500,1 Day,Medium,All,Jammu Airport
North,JK,Katra,Vaishno Devi Temple,Spiritual,Year-round,0,2000-7000,2 Days,High,Pilgrims,Jammu Airport
North,JK,Leh,Shanti Stupa,Spiritual,Jun-Sep,0,20000-30000,1 Day,Low,"Family, Senior Citizens",Leh Airport
North,JK,Leh,Pangong Lake,Snow/Lake,Jun-Sep,0,15000-25000,2 Days,Medium,"Solo, Friends",Leh Airport
North,JK,Leh,Nubra Valley,Snow/Desert,Jun-Sep,0,12000-20000,2 Days,Medium,"Solo, Friends",Leh Airport
North,JK,Leh,Pangong Tso,Nature/Lake,Jun-Sep,0,5000-12000,2 Days,Medium,Nature Lovers,Leh Airport
North,JK,Leh,Hemis Monastery,Spiritual,Jun-Sep,100,500-1500,1 Day,Low,Spiritual Seekers,Leh Airport
North,JK,Leh,Hall of Fame Leh,History/Patriotism,Year-round,100,100-500,2 Hours,Low,All,Leh Airport
North,JK,Leh,Magnetic Hill,Nature,Jun-Sep,0,500-1500,1 Hour,Low,Adventure Seekers,Leh Airport
North,JK,Pahalgam,Aru Valley,Nature,May-Sep,100,10000-15000,2 Days,Medium,"Couples, Friends",Srinagar Airport
North,JK,Pahalgam,Betaab Valley,Nature,Apr-Oct,100,500-1500,1 Day,Low,All,Srinagar Airport
North,JK,Pahalgam,Chandanwari,Nature/Spiritual,Apr-Oct,0,500-1500,1 Day,Medium,Adventure Seekers,Srinagar Airport
North,JK,Patnitop,Nathatop,Snow,Dec-Feb,0,5000-10000,1 Day,Medium,Family,Jammu Station
North,JK,Sonamarg,Thajiwas Glacier,Glacier,Apr-Jun,0,12000-18000,1 Day,High,"Solo, Friends",Srinagar Airport
North,JK,Sonamarg,Zoji La Pass,Nature/View,Jun-Oct,0,1000-3000,1 Day,High,Adventure Lovers,Srinagar Airport
North,JK,Srinagar,Dal Lake,Lake,Apr-Oct,0,8000-12000,2 Days,Medium,"Couples, Family",Srinagar Airport
North,JK,Srinagar,Shalimar Bagh,Garden,Apr-Oct,25,1000-3000,1 Day,Low,"Family, Kids",Srinagar Airport
North,JK,Srinagar,Nishat Bagh,Garden,Apr-Oct,25,500-1500,1 Day,Low,Family,Srinagar Airport
North,JK,Srinagar,Chashme Shahi,Garden,Apr-Oct,25,500-1500,1 Day,Low,Family,Srinagar Airport
North,JK,Srinagar,Hazratbal Dargah,Spiritual,Year-round,0,500-1500,1 Day,Low,All,Srinagar Airport
North,JK,Srinagar,Pari Mahal,History/View,Apr-Oct,25,500-1500,1 Day,Medium,All,Srinagar Airport
North,JK,Srinagar,Tulip Garden,Nature/Garden,Apr,60,200-500,2 Hours,Low,All,Srinagar Airport
North,JK,Srinagar,Hazratbal Shrine,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Srinagar Airport
North,JK,Srinagar,Dachigam National Park,Wildlife,Apr-Oct,25,500-2000,1 Day,Medium,Nature Lovers,Srinagar Airport
North,JK,Srinagar,Kheer Bhawani Temple,Spiritual,Year-round,0,200-1000,1 Day,Low,Pilgrims,Srinagar Airport
North,JK,Srinagar,Jamia Masjid Srinagar,Spiritual/History,Year-round,0,100-500,1 Hour,Low,Pilgrims,Srinagar Airport
North,PB,Amritsar,Golden Temple,Spiritual,Year-round,0,4000-8000,1 Day,Low,"Family, Senior Citizens",Amritsar Airport
North,PB,Amritsar,Wagah Border,Patriotism,Year-round,0,2000-4000,1 Day,Low,"Family, Kids",Amritsar Airport
North,PB,Amritsar,Jallianwala Bagh,History,Year-round,0,100-500,1 Hour,Low,All,Amritsar Airport
North,PB,Amritsar,Partition Museum,History,Year-round,10,100-500,2 Hours,Low,History Lovers,Amritsar Airport
North,PB,Amritsar,Gobindgarh Fort,History/Entertainment,Year-round,200,500-1500,1 Day,Medium,Families,Amritsar Airport
North,PB,Anandpur Sahib,Virasat-e-Khalsa,Culture/History,Year-round,0,1000-3000,1 Day,Medium,All,Chandigarh Airport
North,PB,Chandigarh,Rock Garden,Art/Park,Year-round,30,3000-6000,1 Day,Medium,"Family, Kids",Chandigarh Airport
North,PB,Kapurthala,Jagatjit Palace,History,Year-round,0,1000-3000,1 Day,Low,All,Amritsar Airport
North,PB,Ludhiana,Tiger Safari,Wildlife,Year-round,50,2000-5000,1 Day,Low,Family,Ludhiana Airport
North,PB,Ludhiana,Maharaja Ranjit Singh War Museum,History,Year-round,20,100-500,2 Hours,Low,All,Ludhiana Airport
North,PB,Ludhiana,Hardy's World,Entertainment,Year-round,800,1000-3000,1 Day,High,Families/Kids,Ludhiana Airport
North,PB,Ludhiana,Nehru Rose Garden,Nature/Garden,Year-round,0,100-300,2 Hours,Low,All,Ludhiana Airport
North,PB,Pathankot,Ranjit Sagar Dam,Nature,Oct-Mar,0,2000-5000,1 Day,Low,Family,Pathankot Station
North,PB,Patiala,Qila Mubarak,History,Oct-Mar,0,2000-5000,1 Day,Low,Family,Chandigarh Airport
North,PB,Patiala,Sheesh Mahal,History,Oct-Mar,0,1000-3000,1 Day,Low,All,Chandigarh Airport
North,PB,Patiala,Qila Mubarak Patiala,History,Oct-Mar,0,200-1000,1 Day,Low,History Lovers,Chandigarh Airport
North,PB,Patiala,Sheesh Mahal Patiala,History/Art,Oct-Mar,0,100-500,2 Hours,Low,Art Lovers,Chandigarh Airport
North,PB,Patiala,Moti Bagh Palace,History,Oct-Mar,0,100-500,2 Hours,Low,History Lovers,Chandigarh Airport
North,PB,Patiala,Baradari Gardens,Nature,Year-round,0,100-300,2 Hours,Low,All,Chandigarh Airport
North,RJ,Ajmer,Dargah Sharif,Spiritual,Year-round,0,3000-6000,1 Day,Low,"Family, Senior Citizens",Kishangarh Airport
North,RJ,Alwar,Bhangarh Fort,History/Mystery,Oct-Mar,25,3000-6000,1 Day,High,Friends,Jaipur Airport
North,RJ,Alwar,Sariska Tiger Reserve,Wildlife,Oct-Jun,500,8000-15000,2 Days,Medium,Family,Jaipur Airport
North,RJ,Alwar,Siliserh Lake,Nature,Oct-Mar,0,2000-5000,1 Day,Low,Couples,Jaipur Airport
North,RJ,Barmer,Kiradu Temples,History,Oct-Mar,50,3000-6000,1 Day,Medium,Solo,Jodhpur Airport
North,RJ,Bharatpur,Keoladeo National Park,Wildlife,Oct-Mar,75,3000-7000,1 Day,Medium,Family,Agra Airport
North,RJ,Bikaner,Junagarh Fort,History,Oct-Mar,50,5000-9000,1 Day,Medium,"Family, All",Bikaner Station
North,RJ,Bikaner,Karni Mata Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Bikaner Station
North,RJ,Bikaner,Lallgarh Palace,History,Oct-Mar,50,2000-5000,1 Day,Low,Family,Bikaner Station
North,RJ,Bundi,Taragarh Fort,History,Oct-Mar,100,2000-5000,1 Day,High,Solo,Kota Station
North,RJ,Bundi,Chitrashala,History/Art,Oct-Mar,50,500-1500,1 Day,Low,All,Kota Station
North,RJ,Chittorgarh,Chittorgarh Fort,History,Oct-Mar,40,4000-8000,1 Day,High,"Family, Solo",Chittorgarh Station
North,RJ,Deeg,Deeg Palace,History,Oct-Mar,25,1000-3000,1 Day,Low,Family,Agra Airport
North,RJ,Dholpur,Machkund,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Agra Airport
North,RJ,Jaipur,Amer Fort,History,Oct-Mar,100,7000-12000,1 Day,High,"Family, Friends",Jaipur Airport
North,RJ,Jaipur,Hawa Mahal,History,Oct-Mar,50,1000-3000,1 Day,Low,All,Jaipur Airport
North,RJ,Jaipur,Jantar Mantar,Science,Year-round,50,1000-3000,1 Day,Low,All,Jaipur Airport
North,RJ,Jaipur,Nahargarh Fort,History,Oct-Mar,50,2000-5000,1 Day,Medium,Friends,Jaipur Airport
North,RJ,Jaipur,Jaigarh Fort,History,Oct-Mar,150,2000-4000,1 Day,High,All,Jaipur Airport
North,RJ,Jaipur,Albert Hall Museum,History,Year-round,40,500-1500,1 Day,Low,All,Jaipur Airport
North,RJ,Jaipur,Birla Mandir,Spiritual,Year-round,0,500-1500,1 Day,Low,Family,Jaipur Airport
North,RJ,Jaipur,Birla Mandir Jaipur,Spiritual,Year-round,0,100-500,1 Hour,Low,Families,Jaipur Airport
North,RJ,Jaisalmer,Sam Sand Dunes,Desert,Nov-Feb,0,12000-20000,2 Days,Medium,"Friends, Couples",Jaisalmer Station
North,RJ,Jaisalmer,Jaisalmer Fort,History,Nov-Feb,50,3000-7000,1 Day,High,Solo,Jaisalmer Station
North,RJ,Jaisalmer,Patwon Ki Haveli,History,Nov-Feb,100,1000-3000,1 Day,Medium,All,Jaisalmer Station
North,RJ,Jaisalmer,Gadisar Lake,Nature,Evening,0,500-2000,1 Day,Low,All,Jaisalmer Station
North,RJ,Jhalawar,Jhalara Patan,History,Oct-Mar,0,2000-5000,1 Day,Low,All,Kota Station
North,RJ,Jodhpur,Mehrangarh Fort,History,Oct-Mar,100,8000-14000,1 Day,Medium,"Family, Solo",Jodhpur Airport
North,RJ,Jodhpur,Umaid Bhawan Palace,History,Year-round,30,5000-10000,1 Day,Low,Family,Jodhpur Airport
North,RJ,Jodhpur,Jaswant Thada,History,Oct-Mar,30,500-1500,1 Day,Low,All,Jodhpur Airport
North,RJ,Karauli,City Palace,History,Oct-Mar,50,3000-7000,1 Day,Medium,Solo,Jaipur Airport
North,RJ,Kota,Chambal Garden,Garden,Year-round,20,500-1500,1 Day,Low,All,Kota Station
North,RJ,Kota,Seven Wonders Park,Architecture,Evening,20,200-1000,1 Day,Low,Kids,Kota Station
North,RJ,Kota,Garadia Mahadev,Nature/View,Oct-Mar,0,1000-3000,1 Day,Medium,Solo,Kota Station
North,RJ,Kumbhalgarh,Kumbhalgarh Fort,History,Oct-Mar,40,4000-8000,1 Day,High,All,Udaipur Airport
North,RJ,Mount Abu,Dilwara Temples,Spiritual,Year-round,0,6000-11000,1 Day,Low,"Family, Senior Citizens",Abu Road Station
North,RJ,Mount Abu,Nakki Lake,Nature,Year-round,0,4000-8000,1 Day,Medium,All,Abu Road Station
North,RJ,Nagaur,Nagaur Fort,History,Oct-Mar,50,2000-5000,1 Day,Medium,All,Jodhpur Airport
North,RJ,Osian,Osian Temples,History/Spiritual,Oct-Mar,0,2000-5000,1 Day,Medium,All,Jodhpur Airport
North,RJ,Pushkar,Brahma Temple,Spiritual,Nov (Fair),0,5000-10000,2 Days,Medium,"Solo, Family",Ajmer Station
North,RJ,Pushkar,Pushkar Lake,Spiritual,Year-round,0,100-500,1 Day,Low,Pilgrims,Kishangarh Airport
North,RJ,Ranakpur,Jain Temple,Spiritual,Year-round,0,3000-6000,1 Day,Low,Family,Udaipur Airport
North,RJ,Sawai Madhopur,Ranthambore Fort,History,Oct-Jun,0,2000-5000,1 Day,High,Friends,Sawai Madhopur Station
North,RJ,Shekhawati,Mandawa Haveli,History/Art,Oct-Mar,0,4000-8000,2 Days,Medium,Solo,Jaipur Airport
North,RJ,Udaipur,City Palace,History,Oct-Mar,300,10000-18000,1 Day,Medium,"Couples, Family",Udaipur Airport
North,RJ,Udaipur,Lake Pichola,Nature,Evening,0,2000-5000,1 Day,Low,Couples,Udaipur Airport
North,RJ,Udaipur,Jagdish Temple,Spiritual,Year-round,0,500-1500,1 Day,Medium,Family,Udaipur Airport
North,RJ,Udaipur,Saheliyon Ki Bari,Garden,Year-round,30,500-1500,1 Day,Low,Family,Udaipur Airport
North,RJ,Udaipur,Saheliyon-ki-Bari,Nature/History,Year-round,10,100-500,1 Hour,Low,Families,Udaipur Airport
North,RJ,Udaipur,Bagore ki Haveli,Culture/History,Year-round,60,200-1000,2 Hours,Low,Culture Lovers,Udaipur Airport
North,UK,Almora,Zero Point,Nature,Oct-May,0,5000-10000,1 Day,High,Solo,Kathgodam Station
North,UK,Auli,Auli Ski Resort,Snow/Ski,Dec-Feb,0,15000-25000,3 Days,High,"Solo, Friends",Dehradun Airport
North,UK,Auli,Auli Artificial Lake,Lake/Nature,Dec-Mar,0,500-2000,2 Hours,Medium,Families,Dehradun Airport
North,UK,Badrinath,Badrinath Temple,Spiritual,May-Oct,0,5000-10000,2 Days,Medium,Pilgrims,Dehradun Airport
North,UK,Binsar,Wildlife Sanctuary,Wildlife,Oct-Mar,150,5000-10000,2 Days,Medium,Solo,Kathgodam Station
North,UK,Chamoli,Valley of Flowers,Nature,Jul-Sep,150,5000-10000,3 Days,High,Adventure Lovers,Dehradun Airport
North,UK,Chamoli,Hemkund Sahib,Spiritual,Jul-Sep,0,5000-10000,3 Days,High,Pilgrims,Dehradun Airport
North,UK,Chopta,Tungnath,Trek,Apr-Nov,0,6000-10000,2 Days,High,"Solo, Friends",Dehradun Airport
North,UK,Dehradun,Robbers Cave,Nature,Year-round,35,1000-3000,1 Day,Medium,Friends,Dehradun Airport
North,UK,Dehradun,Robber's Cave,Nature/Adventure,Apr-Oct,35,500-1500,1 Day,Medium,Friends/Families,Dehradun Airport
North,UK,Dehradun,Sahastradhara,Nature,Apr-Oct,0,200-1000,1 Day,Low,Families,Dehradun Airport
North,UK,Dehradun,Mindrolling Monastery,Spiritual,Year-round,0,100-500,2 Hours,Low,All,Dehradun Airport
North,UK,Dehradun,Forest Research Institute,History/Education,Year-round,15,100-500,2 Hours,Low,Architecture Lovers,Dehradun Airport
North,UK,Gangotri,Gangotri Temple,Spiritual,May-Oct,0,5000-10000,2 Days,Medium,Pilgrims,Dehradun Airport
North,UK,Haridwar,Harkipauri,Spiritual,Year-round,0,3000-7000,1 Day,Medium,Family,Dehradun Airport
North,UK,Haridwar,Har Ki Pauri,Spiritual,Year-round,0,500-1500,1 Day,Medium,Pilgrims,Dehradun Airport
North,UK,Haridwar,Mansa Devi Temple,Spiritual,Year-round,0,100-500,1 Day,High,Pilgrims,Dehradun Airport
North,UK,Haridwar,Chandi Devi Temple Haridwar,Spiritual,Year-round,0,100-500,1 Day,High,Pilgrims,Dehradun Airport
North,UK,Jim Corbett,Garjiya Devi Temple,Spiritual,Year-round,0,100-500,1 Day,Medium,All,Pantnagar Airport
North,UK,Joshimath,Valley of Flowers,Nature/Trek,Jul-Sep,15000-22000,4 Days,High,"Solo, Friends",Dehradun Airport,Dehradun Airport
North,UK,Joshimath,Narsingh Temple,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Dehradun Airport
North,UK,Joshimath,Auli,Snow/Ski,Dec-Mar,0,5000-15000,2-3 Days,Medium,Snow Lovers,Dehradun Airport
North,UK,Kausani,Anasakti Ashram,Spiritual/View,Oct-May,0,2000-5000,1 Day,Low,Solo,Kathgodam Station
North,UK,Kedarnath,Kedarnath Temple,Spiritual,May-Oct,0,12000-20000,3 Days,High,"Family, Senior Citizens",Dehradun Airport
North,UK,Lansdowne,Tip In Top,Nature/View,Year-round,0,3000-6000,1 Day,Low,Couples,Dehradun Airport
North,UK,Lansdowne,Bhulla Tal,Lake,Year-round,20,500-1500,1 Day,Low,Kids,Dehradun Airport
North,UK,Lansdowne,Tip-in-Top,View Point,Year-round,0,100-500,2 Hours,Low,Nature Lovers,Dehradun Airport
North,UK,Lansdowne,Bhulla Tal Lake,Nature/Lake,Year-round,20,100-500,1 Day,Low,Families,Dehradun Airport
North,UK,Mukteshwar,Chauli Ki Jali,Nature/Adventure,Year-round,0,3000-6000,1 Day,High,Friends,Kathgodam Station
North,UK,Mussoorie,Kempty Falls,Waterfall,Apr-Jun,0,6000-10000,1 Day,Medium,"Family, Friends",Dehradun Airport
